Date,dewptm,tempm,vism,fog,hum,rain,wspdm,pressurem
02-06-2007,14.5,36.25,2.5,0,21.125,0,4.175,999
03-06-2007,14.5,38.125,2,0,16.375,1,8.35,999.25
04-06-2007,17.57142857,34.14285714,1,0,27.71428571,0,12.42857143,1002.857143
05-06-2007,18.5,35.25,2,0,28.375,0,11.1125,1000
06-06-2007,20.5,37.25,2,0,27.75,0,12.275,998.75
07-06-2007,20,38,2,0,26.57142857,0,13.22857143,997
08-06-2007,21.71428571,37.28571429,2,0,31.85714286,0,8.471428571,995.8571429
09-06-2007,20.25,38.25,2,0,27.25,0,6.025,993.5
10-06-2007,24,38.875,1.25,0,34.375,0,5.3375,991.625
11-06-2007,25.5,35.875,2,0,47.625,0,8.35,992.75
12-06-2007,24.25,33.14285714,2,0,51.85714286,0,8.1125,996.125
13-06-2007,24.375,33.375,2,0,52.25,0,7.6625,996.125
14-06-2007,25.75,32,2,0,63.5,0,8.1125,995.875
15-06-2007,26,28.75,1.3125,0,82,1,3.475,996.25
16-06-2007,24.71428571,29.28571429,1.875,0,73,1,4.4125,996.75
17-06-2007,23.875,28,1.75,0,73.75,1,1.625,998
18-06-2007,23.25,26.5,1.625,0,77.375,1,2.3125,998.75
19-06-2007,23.625,29,1.875,0,67.5,0,2.3125,997.625
20-06-2007,24.125,29.375,1,0,69.375,0,1.85,999.25
21-06-2007,24.125,29.25,1.875,0,68.375,0,4.6375,1000.5
22-06-2007,25.5,32.5,1.875,0,58.875,0,6.725,999.875
23-06-2007,25.25,32.75,2,0,58.5,0,11.35,999
24-06-2007,25.375,33.5,2.75,0,54.875,0,8.1,1001
25-06-2007,25.125,33.5,2,0,55.25,1,6.2625,999.375
26-06-2007,24.875,31.25,2,0,62.625,0,4.175,998.625
27-06-2007,25.875,32.625,2,0,62.25,0,7.6375,996.25
28-06-2007,26.25,28.625,1.5,0,84.875,1,4.175,997.75
29-06-2007,26.5,30,1.75,0,77.25,1,4.175,998.25
30-06-2007,25.875,32.75,2.75,0,60.25,0,6.7125,996.5
01-07-2007,25.25,32.375,2.75,0,59.25,0,11.1,994.625
02-07-2007,25.75,32.125,2.5,0,63.125,0,12.025,994.25
03-07-2007,26.125,29.125,2,0,82.125,1,9.2625,994.875
04-07-2007,27.375,28.875,1.5,0,89,1,4.6375,994.125
05-07-2007,27.375,31.875,1.875,0,72.625,1,3.475,993.375
06-07-2007,27.85714286,32.57142857,1.714285714,0,71.42857143,0,0.528571429,994
07-07-2007,26,30.25,2.125,0,73.375,1,4.4125,993.375
08-07-2007,25.125,31.75,1.875,0,61.625,0,9.5,996.75
09-07-2007,25.125,29.875,2,0,70,0,8.1125,996.25
10-07-2007,25,30.875,2,0,65.375,0,5.8125,996.125
11-07-2007,25.625,32.875,2.5,0,59.75,0,3.4875,996.375
12-07-2007,26,32.25,2,0,66.25,1,7.1875,995.75
13-07-2007,26,29.75,2,0,77.625,1,6.0125,995.25
14-07-2007,25.375,29.125,2,0,78,1,3.9375,995.5
15-07-2007,25.25,29,2.125,0,76.25,1,3.7,996.625
16-07-2007,25.375,30.625,2,0,69.125,0,3.95,997.375
17-07-2007,25.25,31.875,2,0,62,1,3.475,997.375
18-07-2007,25.75,32.375,2,0,61.375,0,6.95,997.875
19-07-2007,24.125,33.625,2.25,0,49.25,0,15.975,997.75
20-07-2007,21.85714286,33,2,0,43.14285714,0,15.87142857,997.5
21-07-2007,24.125,30.125,2,0,67.125,1,8.5625,997.625
22-07-2007,24.25,31.5,2,0,57.375,0,8.1125,998.125
23-07-2007,24.875,30.5,2,0,65.25,0,6.25,1001
24-07-2007,26.125,28.875,2,0,83.625,1,3.0125,1001.625
25-07-2007,25.375,31.375,2,0,65.5,0,6.2625,999.125
26-07-2007,25.75,33.25,2,0,58.125,0,10.425,997.5
27-07-2007,25.5,32.125,2.5,0,61.25,0,11.5625,996.875
28-07-2007,25.75,28.75,2,0,80.125,1,6.025,999.125
29-07-2007,26.5,30,2,0,75.5,0,0.4625,1000.625
30-07-2007,26.25,32.25,2.25,0,65.125,0,3.25,1001.25
31-07-2007,25.875,32.625,2,0,62.125,0,4.425,999.8571429
01-08-2007,25.875,29.75,2,0,75.75,1,7.9,998.5714286
02-08-2007,25.625,26.5,1.625,0,95.375,1,5.7875,1000
03-08-2007,25.625,27,1.25,0,89.375,1,0,999.75
04-08-2007,26.75,29.25,1.75,0,83.625,1,1.175,996.75
05-08-2007,27.42857143,30,1.75,0,82.42857143,1,2.0875,996.625
06-08-2007,27.75,32.125,2,0,72.5,0,3.7,997.375
07-08-2007,27.375,33,2,0,67.25,0,6.2625,997
08-08-2007,26.125,32.25,2.75,0,63.75,0,10.425,996.125
09-08-2007,26.875,31,1.875,0,74.375,1,6.5,997.5
10-08-2007,26.375,31.875,2,0,67.25,0,2.0875,997.625
11-08-2007,26,32,2.75,0,64.125,0,7.175,996.125
12-08-2007,25.625,30.125,2,0,70.5,1,7.425,995.625
13-08-2007,24.625,30.625,2,0,64.125,0,6.2875,996
14-08-2007,24,30.75,2.25,0,60,0,7.65,997.375
15-08-2007,23.5,31.625,2,0,55.375,0,8.1125,997.5
16-08-2007,23.375,32.125,2.5,0,52,0,9.9625,997.625
17-08-2007,23.625,32,2,0,53.125,0,6.725,997.125
18-08-2007,24.125,31.5,2,0,59.125,1,8.1125,999.5
19-08-2007,25.28571429,27.71428571,1.857142857,0,82.57142857,1,2.128571429,1002.142857
20-08-2007,25.25,30.25,2,0,69.75,0,6.0375,1003.875
21-08-2007,25.75,31.25,2,0,66.25,0,6.4875,1002.714286
22-08-2007,25.5,30.625,2,0,68.875,0,8.1125,1001.875
23-08-2007,25.75,31.125,2,0,67.375,0,2.775,1001.875
24-08-2007,26,31.625,2.5,0,67.5,0,5.35,1003.875
25-08-2007,26.125,29.75,2,0,76.25,1,2.325,1004
26-08-2007,26.375,32.5,2.5,0,65.25,0,2.0875,1001.25
27-08-2007,25.875,30.5,1.25,0,72.125,0,1.3875,1001.375
28-08-2007,25.25,29.75,2.75,0,71.125,0,4.875,1002.5
29-08-2007,26,30.5,2,0,72.75,0,4.65,1001.875
30-08-2007,26.25,30.875,2,0,72.625,0,3.2625,1000.571429
31-08-2007,26.57142857,29.57142857,2,0,78.14285714,0,3.95,1000.25
01-09-2007,26.625,30.625,1.875,0,74,0,4.4125,1000
02-09-2007,26.5,29,1.4375,0,84,1,5.3375,1000.714286
03-09-2007,27.25,29.375,1.75,0,86.75,0,0.7,1000.125
04-09-2007,27.125,30.75,1,0,76.5,0,1.1625,997.1428571
05-09-2007,25.5,30.75,2.125,0,66.5,1,3.25,996.375
06-09-2007,24.75,28.875,2,0,72.875,0,2.0875,997.625
07-09-2007,24,29,2,0,65.57142857,0,1.625,998.875
08-09-2007,23.875,30.125,2,0,64,0,2.7875,1001.428571
09-09-2007,22.875,29.625,2.25,0,61.375,0,3.25,1002.375
10-09-2007,25.375,29.375,2,0,74.25,1,2.7875,1002.5
11-09-2007,22.875,29.375,2,0,62.25,0,2.8,1003.125
12-09-2007,20.875,28.875,2,0,54.125,0,4.4125,1003.285714
13-09-2007,22.25,27.75,2.5,0,65.5,1,3.25,1004
14-09-2007,22.125,25.75,2,0,74.375,1,4.8625,1004.875
15-09-2007,23.5,28.375,1.75,0,70,0,0.4625,1002.75
16-09-2007,23.625,29.5,2,0,65.75,0,0.9375,1002.625
17-09-2007,23.625,30.5,2.5,0,61.875,0,2.55,1004.375
18-09-2007,23.625,31.25,2,0,58.875,0,1.85,1003.125
19-09-2007,25.125,31.875,1.75,0,61.625,0,1.8625,1002.125
20-09-2007,25.25,31.625,2,0,63.125,0,1.625,1003.125
21-09-2007,25.125,30.25,1.75,0,70.75,0,0.925,1003.5
22-09-2007,23.25,30.875,1.875,0,58.125,0,2.55,1003.375
23-09-2007,21.5,30.375,2.5,0,52.25,0,2.55,1003.125
24-09-2007,21.125,29.75,2,0,53.875,1,1.4,1002.625
25-09-2007,21.5,27.875,2,0,60.875,1,4.8625,1003.375
26-09-2007,22.71428571,26.14285714,1.857142857,0,74.85714286,0,9.528571429,1005.285714
27-09-2007,23,26.25,1.75,0,78.375,1,2.55,1005
28-09-2007,23.125,26.875,1.875,0,76.625,1,4.4,1005.125
29-09-2007,22.5,26.625,1.75,0,72.875,0,2.1,1007.625
30-09-2007,18.875,27.625,2.625,0,53.5,0,9.725,1008.625
01-10-2007,15.5,26.375,2.75,0,46.875,0,7.65,1005.75
02-10-2007,16.375,26.5,2.75,0,49.75,0,3.25,1004.875
03-10-2007,16.625,26.375,2,0,54.625,0,1.625,1005.625
04-10-2007,16.125,26.75,2.5,0,51.125,0,1.8625,1006.625
05-10-2007,15.5,26.25,1.75,0,50.25,0,3.025,1005.625
06-10-2007,13.25,26.25,1.875,0,38.75,0,5.8,1004.75
07-10-2007,11.25,26.375,2,0,34.375,0,9.2625,1003.75
08-10-2007,12.25,25.5,2.25,0,40.125,0,8.1125,1004.875
09-10-2007,10.625,24.5,2.5,0,38.375,0,6.725,1006.875
10-10-2007,11.75,24.75,2,0,39.125,0,4.6375,1007.875
11-10-2007,11.5,23.875,2,0,42.25,0,2.55,1010.25
12-10-2007,10.75,23.28571429,1.8125,0,39.57142857,0,7.1875,1011.875
13-10-2007,9.5,24.375,8,0,36,0,6.25,1011.25
14-10-2007,12.75,23.5,1.75,0,49.125,0,1.3875,1011.75
15-10-2007,13.375,24.125,1.75,0,46.25,0,2.7875,1011.625
16-10-2007,18.5,24.25,1.75,0,65.875,0,1.85,1010.875
17-10-2007,18,24,1.75,0,65,0,1.625,1012.375
18-10-2007,15.14285714,23.33333333,1.435714286,0,54,0,25.67142857,1013.285714
19-10-2007,12.875,23.5,1.625,0,46,0,3.7125,1013.625
20-10-2007,13.625,24.25,1.375,0,47.75,0,1.85,1010.5
21-10-2007,13.75,24,2.25,0,52.5,0,2.775,1010.125
23-10-2007,15.5,24.125,1.25,0,55.125,0,2.325,1012.25
24-10-2007,14,22.875,1,0,56.375,0,2.0875,1013.625
25-10-2007,15,23.75,1,0,54.75,0,2.325,1013.625
26-10-2007,17.14285714,24.42857143,1,0,58.57142857,0,1.342857143,1012.428571
27-10-2007,15.75,24.125,1.375,0,55.75,0,2.0875,1011
28-10-2007,14,23.875,1.25,0,49.25,0,2.7875,1009
29-10-2007,12.875,23.14285714,1.125,0,49.57142857,0,19.7,1009.75
30-10-2007,14.5,21.57142857,1.025,0,61.85714286,0,19.4625,1012.625
31-10-2007,14.25,22.25,1,0,58.375,0,1.4,1012.75
01-11-2007,12.57142857,20.42857143,1,0,61,0,1.328571429,1012.714286
02-11-2007,12.5,21.375,7.25,0,54.375,0,1.8625,1010.875
03-11-2007,12.42857143,21.28571429,1,0,53.57142857,0,0.8,1011.428571
04-11-2007,14.875,20.25,1,0,68.75,0,0.2375,1012.375
05-11-2007,13.75,21.375,0.9375,0,58.875,0,1.625,1011.625
06-11-2007,15.25,19.85714286,1,0,72.57142857,0,3.7,1011
07-11-2007,16.625,21.75,0.75,1,72.125,0,1.3875,1011.25
08-11-2007,18.625,20.25,1.125,0,87.75,1,3.0125,1011
09-11-2007,18.125,20.5,0.9375,1,82.625,0,0.7,1011.5
10-11-2007,18.25,21,0.7,1,80.75,0,0.4625,1012.375
11-11-2007,17.125,21.625,0.9375,1,73.75,0,1.625,1013
12-11-2007,17.14285714,22.5,0.714285714,1,68.16666667,0,0.271428571,1012.714286
13-11-2007,15.5,20.16666667,0.916666667,0,70.83333333,0,0.316666667,1011.666667
14-11-2007,14.71428571,21,0.928571429,1,66.28571429,0,0.542857143,1012.571429
15-11-2007,14.75,19.75,0.775,1,70.75,0,0.7,1014.375
16-11-2007,12.875,19.75,0.9,1,62.5,0,2.55,1015.125
17-11-2007,13.14285714,17.85714286,0.857142857,1,68.14285714,0,1.057142857,1014.285714
18-11-2007,10.375,17.375,0.9375,1,61.25,0,0.4625,1015.25
19-11-2007,9.428571429,16.57142857,0.857142857,1,62.42857143,0,0,1018.714286
20-11-2007,9,19,0.9375,1,48,0,5.5625,1017.875
21-11-2007,10,17.75,1,0,58.25,0,2.7875,1016.5
22-11-2007,12.125,17.5,0.9375,1,67.375,0,0,1017.25
23-11-2007,10.375,17.375,0.8375,1,64.5,0,1.3875,1016.75
24-11-2007,10.42857143,18.28571429,0.857142857,1,60.14285714,0,1.585714286,1015.714286
25-11-2007,12.14285714,19,0.928571429,1,64.28571429,0,1.057142857,1016.285714
26-11-2007,12.125,17.375,0.875,1,69.125,0,0.4625,1017.375
27-11-2007,11.5,16.875,0.7125,1,69,0,1.4,1015.75
28-11-2007,11.125,18.25,0.8375,1,60.75,0,1.8625,1013.5
29-11-2007,12.125,18.875,0.9375,1,63.625,0,2.5625,1014.625
30-11-2007,13.875,18.125,0.5625,1,73,0,1.8625,1017.375
01-12-2007,12.14285714,18.14285714,0.742857143,1,65.71428571,0,0.8,1016.142857
02-12-2007,11.875,19.25,1.25,1,57.125,0,4.6375,1017
03-12-2007,9.5,17.375,1.875,0,53.875,1,3.5,1019.25
04-12-2007,7,15.25,1.375,0,56.25,0,3.25,1019.75
05-12-2007,7.375,14.625,1.25,0,62,0,1.4,1021.5
06-12-2007,8.857142857,14.57142857,0.814285714,1,67,0,0.528571429,1021
07-12-2007,8.875,15,0.875,1,63.375,0,2.5625,1017.5
08-12-2007,8.125,13.625,0.8375,1,68,0,1.625,1016.625
09-12-2007,8.875,14.375,0.875,1,65,0,0.7,1015.5
10-12-2007,10.75,16.75,0.775,1,62.125,0,1.3875,1014.125
11-12-2007,10.375,15.625,1,0,66,1,4.875,1014
12-12-2007,10.625,15.5,0.875,1,69.625,0,1.1625,1013.875
13-12-2007,11.25,14.125,0.4875,1,79.875,0,4.175,1015.875
14-12-2007,9.375,13.625,0.7375,1,73.625,0,7.8875,1017.5
15-12-2007,4.5,13,1.4125,0,51.28571429,0,27.5625,1017.5
16-12-2007,4.571428571,10.42857143,1.142857143,1,62.14285714,0,3.185714286,1019.714286
17-12-2007,3.875,11.75,1.25,0,55.25,0,4.875,1019.375
18-12-2007,4.625,12.125,1.375,1,56.875,0,2.7875,1018.25
19-12-2007,6.25,11.75,0.7125,1,67.625,0,0.2375,1018
20-12-2007,4.857142857,12.85714286,0.742857143,1,54.85714286,0,3.985714286,1017.714286
21-12-2007,5.571428571,16.85714286,1,0,41.71428571,0,9.542857143,1017.428571
22-12-2007,5.125,18.5,1.5,0,32.875,0,18.975,1014.625
23-12-2007,7.75,17.625,1,0,45.125,0,5.5625,1014.25
24-12-2007,9.285714286,17.57142857,1.785714286,1,55.14285714,0,3.714285714,1013.285714
25-12-2007,10.25,15.125,0.9375,1,69.875,0,3.0125,1013.75
26-12-2007,6.625,13.5,1.1875,1,60.25,0,7.175,1016
27-12-2007,3.875,13,0.9375,1,49.25,0,5.1125,1016.75
28-12-2007,3.125,13,1.625,0,47.875,0,7.6375,1013.75
29-12-2007,3.625,11.25,0.875,1,58.375,0,2.775,1015.5
30-12-2007,3.25,12,1.125,1,52.875,0,5.0875,1017.375
31-12-2007,2.25,11.875,1.25,0,49.75,0,5.7875,1016.75
